# Name of benchmark/experiment: Experiment 2
# Describe how ice line latitude is determined: where temperature falls below freezing in annual average
# Note that Tglob = 450. means the case is in runaway greenhouse: ESTM output is not reliable

# Columns of data
# Case = case number (total: 289)
# Inst = instellation (S_earth; i.e., relative to Earth's 1361 W m^-2)
# Obl = obliquity (degrees)
# XCO2 = mixing ratio (volume) of CO2 (ppm)
# Tglob = global, annual mean surface temperature (K)
# IceLineN = latitude of ice line in northern hemisphere (deg)
# IceLineS = latitude of ice line in southern hemisphere (deg)
# fice = annually averaged ice fraction
# fclo = annually averaged cloud fraction
# ATOA = annually averaged top-of-atmosphere/total/planetary albedo
# dTep = average difference between the temperatures at Equator and North Pole (K)
# diff = average diffusion coefficient (W m^-2 K^-1)

# Case Inst Obl XCO2 Tglob IceLineN IceLineS fice fclo ATOA dTep diff
87 1.1250 10.0 280 238.12 0.0 0.0 1.0000 0.0000 0.5963 32.35 0.5000
88 1.1250 15.0 280 238.15 0.0 0.0 1.0000 0.0000 0.5962 30.10 0.5000
89 1.1250 20.0 280 238.22 0.0 0.0 1.0000 0.0000 0.5959 27.16 0.5000
90 1.1250 25.0 280 238.32 0.0 0.0 1.0000 0.0000 0.5954 23.59 0.5000
91 1.1250 30.0 280 238.47 0.0 0.0 1.0000 0.0000 0.5947 19.53 0.5000
92 1.1250 35.0 280 238.78 0.0 0.0 1.0000 0.0000 0.5936 14.96 0.5000
93 1.1250 40.0 280 239.25 0.0 0.0 1.0000 0.0000 0.5922 9.98 0.5000
94 1.1250 45.0 280 239.93 0.0 0.0 1.0000 0.0000 0.5899 4.60 0.5000
95 1.1250 50.0 280 240.90 0.0 -90.0 1.0000 0.0000 0.5870 1.24 0.5000
96 1.1250 55.0 280 242.23 0.0 -90.0 1.0000 0.0000 0.5831 7.53 0.5000
97 1.1250 60.0 280 243.91 0.0 -90.0 1.0000 0.0000 0.5781 14.02 0.5000
98 1.1250 65.0 280 245.80 0.0 -90.0 1.0000 0.0000 0.5733 20.31 0.5000
99 1.1250 70.0 280 329.98 90.0 -90.0 0.0000 0.0000 0.2167 31.84 0.5000
100 1.1250 75.0 280 331.80 90.0 -90.0 0.0000 0.0000 0.2160 38.77 0.5000
101 1.1250 80.0 280 333.39 90.0 -90.0 0.0000 0.0000 0.2147 43.92 0.5000
102 1.1500 0.0 280 240.41 0.0 0.0 1.0000 0.0000 0.5936 35.30 0.5000
103 1.1500 5.0 280 240.42 0.0 0.0 1.0000 0.0000 0.5935 34.79 0.5000
104 1.1500 10.0 280 240.44 0.0 0.0 1.0000 0.0000 0.5935 33.31 0.5000
105 1.1500 15.0 280 240.48 0.0 0.0 1.0000 0.0000 0.5933 31.00 0.5000
106 1.1500 20.0 280 240.55 0.0 0.0 1.0000 0.0000 0.5930 27.95 0.5000
107 1.1500 25.0 280 240.66 0.0 0.0 1.0000 0.0000 0.5925 24.27 0.5000
108 1.1500 30.0 280 240.86 0.0 0.0 1.0000 0.0000 0.5916 20.03 0.5000
109 1.1500 35.0 280 241.24 0.0 0.0 1.0000 0.0000 0.5902 15.27 0.5000
110 1.1500 40.0 280 241.80 0.0 0.0 1.0000 0.0000 0.5885 10.03 0.5000
111 1.1500 45.0 280 242.63 0.0 0.0 1.0000 0.0000 0.5857 4.30 0.5000
112 1.1500 50.0 280 243.85 0.0 -90.0 1.0000 0.0000 0.5821 2.07 0.5000
113 1.1500 55.0 280 245.52 90.0 0.0 1.0000 0.0000 0.5774 8.96 0.5000
114 1.1500 60.0 280 247.59 0.0 -90.0 1.0000 0.0000 0.5714 16.03 0.5000
115 1.1500 65.0 280 360.12 90.0 -90.0 0.0000 0.0000 0.1924 25.75 0.5000
116 1.1500 70.0 280 363.74 90.0 -90.0 0.0000 0.0000 0.1915 35.08 0.5000
117 1.1500 75.0 280 368.08 90.0 -90.0 0.0000 0.0000 0.1906 42.80 0.5000
118 1.1500 80.0 280 372.70 90.0 -90.0 0.0000 0.0000 0.1893 48.55 0.5000
119 1.1750 0.0 280 242.77 0.0 0.0 1.0000 0.0000 0.5906 36.34 0.5000
120 1.1750 5.0 280 242.78 0.0 0.0 1.0000 0.0000 0.5906 35.81 0.5000
121 1.1750 10.0 280 242.80 0.0 0.0 1.0000 0.0000 0.5905 34.28 0.5000
122 1.1750 15.0 280 242.84 0.0 0.0 1.0000 0.0000 0.5903 31.90 0.5000
123 1.1750 20.0 280 242.92 0.0 0.0 1.0000 0.0000 0.5899 28.75 0.5000
124 1.1750 25.0 280 243.04 0.0 0.0 1.0000 0.0000 0.5894 24.96 0.5000
125 1.1750 30.0 280 243.32 0.0 0.0 1.0000 0.0000 0.5882 20.54 0.5000
126 1.1750 35.0 280 243.77 0.0 0.0 1.0000 0.0000 0.5865 15.58 0.5000
127 1.1750 40.0 280 244.46 0.0 0.0 1.0000 0.0000 0.5844 10.04 0.5000
128 1.1750 45.0 280 245.49 0.0 0.0 1.0000 0.0000 0.5810 3.87 0.5000
129 1.1750 50.0 280 247.03 0.0 -90.0 1.0000 0.0000 0.5765 3.10 0.5000
130 1.1750 55.0 280 249.11 0.0 -90.0 1.0000 0.0000 0.5707 10.64 0.5000
131 1.1750 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 15.41 0.5000
132 1.1750 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1880 26.76 0.5000
133 1.1750 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 36.57 0.5000
134 1.1750 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1879 44.55 0.5000
135 1.1750 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 50.44 0.5000
136 1.2000 0.0 280 245.16 0.0 0.0 1.0000 0.0000 0.5875 37.39 0.5000
137 1.2000 5.0 280 245.17 0.0 0.0 1.0000 0.0000 0.5875 36.84 0.5000
138 1.2000 10.0 280 245.19 0.0 0.0 1.0000 0.0000 0.5874 35.27 0.5000
139 1.2000 15.0 280 245.24 0.0 0.0 1.0000 0.0000 0.5872 32.82 0.5000
140 1.2000 20.0 280 245.32 0.0 0.0 1.0000 0.0000 0.5868 29.57 0.5000
141 1.2000 25.0 280 245.51 0.0 0.0 1.0000 0.0000 0.5860 25.66 0.5000
142 1.2000 30.0 280 245.87 0.0 0.0 1.0000 0.0000 0.5844 21.06 0.5000
143 1.2000 35.0 280 246.41 0.0 0.0 1.0000 0.0000 0.5824 15.86 0.5000
144 1.2000 40.0 280 247.25 0.0 0.0 1.0000 0.0000 0.5798 9.99 0.5000
145 1.2000 45.0 280 248.55 0.0 0.0 1.0000 0.0000 0.5757 3.28 0.5000
146 1.2000 50.0 280 250.49 0.0 -90.0 1.0000 0.0000 0.5701 4.36 0.5000
147 1.2000 55.0 280 252.93 90.0 0.0 0.9986 0.0000 0.5633 12.87 0.5000
148 1.2000 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 15.72 0.5000
149 1.2000 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1880 27.30 0.5000
150 1.2000 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 37.34 0.5000
151 1.2000 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 45.45 0.5000
152 1.2000 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 51.47 0.5000
153 1.2250 0.0 280 247.59 0.0 0.0 1.0000 0.0000 0.5843 38.44 0.5000
154 1.2250 5.0 280 247.59 0.0 0.0 1.0000 0.0000 0.5842 37.88 0.5000
155 1.2250 10.0 280 247.62 0.0 0.0 1.0000 0.0000 0.5842 36.27 0.5000
156 1.2250 15.0 280 247.68 0.0 0.0 1.0000 0.0000 0.5838 33.76 0.5000
157 1.2250 20.0 280 247.82 0.0 0.0 1.0000 0.0000 0.5832 30.44 0.5000
158 1.2250 25.0 280 248.09 0.0 0.0 1.0000 0.0000 0.5820 26.38 0.5000
159 1.2250 30.0 280 248.52 0.0 0.0 1.0000 0.0000 0.5802 21.60 0.5000
160 1.2250 35.0 280 249.18 0.0 0.0 1.0000 0.0000 0.5778 16.13 0.5000
161 1.2250 40.0 280 250.21 0.0 0.0 1.0000 0.0000 0.5746 9.87 0.5000
162 1.2250 45.0 280 251.87 0.0 0.0 1.0000 0.0000 0.5695 2.51 0.5000
163 1.2250 50.0 280 254.33 90.0 0.0 1.0000 0.0000 0.5625 5.84 0.5000
164 1.2250 55.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 2.97 0.5000
165 1.2250 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 16.03 0.5000
166 1.2250 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1880 27.84 0.5000
167 1.2250 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 38.07 0.5000
168 1.2250 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 46.37 0.5000
169 1.2250 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 52.46 0.5000
170 1.2500 0.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1790 118.14 0.5000
171 1.2500 5.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1792 116.50 0.5000
172 1.2500 10.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1800 111.74 0.5000
173 1.2500 15.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1802 104.52 0.5000
174 1.2500 20.0 280 250.53 0.0 0.0 0.9998 0.0000 0.5787 31.46 0.5000
175 1.2500 25.0 280 250.83 0.0 0.0 1.0000 0.0000 0.5775 27.19 0.5000
176 1.2500 30.0 280 251.31 0.0 0.0 1.0000 0.0000 0.5755 22.19 0.5000
177 1.2500 35.0 280 252.11 0.0 0.0 1.0000 0.0000 0.5726 16.40 0.5000
178 1.2500 40.0 280 253.42 0.0 0.0 1.0000 0.0000 0.5686 9.63 0.5000
179 1.2500 45.0 280 255.56 0.0 0.0 1.0000 0.0000 0.5622 1.56 0.5000
180 1.2500 50.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1867 11.22 0.5000
181 1.2500 55.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 3.03 0.5000
182 1.2500 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 16.36 0.5000
183 1.2500 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1879 28.40 0.5000
184 1.2500 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 38.78 0.5000
185 1.2500 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 47.27 0.5000
186 1.2500 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 53.51 0.5000
187 1.2750 0.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1790 120.33 0.5000
188 1.2750 5.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1792 118.69 0.5000
189 1.2750 10.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1797 113.94 0.5000
190 1.2750 15.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1804 106.43 0.5000
191 1.2750 20.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1813 96.55 0.5000
192 1.2750 25.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1819 84.84 0.5000
193 1.2750 30.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1827 71.51 0.5000
194 1.2750 35.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1838 57.03 0.5000
195 1.2750 40.0 280 257.05 0.0 0.0 0.9997 0.0000 0.5612 9.33 0.5000
196 1.2750 45.0 280 259.92 0.0 0.0 0.9993 0.0000 0.5525 0.51 0.5000
197 1.2750 50.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1867 11.44 0.5000
198 1.2750 55.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 3.08 0.5000
199 1.2750 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 16.67 0.5000
200 1.2750 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1879 28.98 0.5000
201 1.2750 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1877 39.59 0.5000
202 1.2750 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 48.14 0.5000
203 1.2750 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 54.55 0.5000
204 1.3000 0.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1789 122.51 0.5000
205 1.3000 5.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1791 120.84 0.5000
206 1.3000 10.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1796 116.03 0.5000
207 1.3000 15.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1803 108.41 0.5000
208 1.3000 20.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1812 98.38 0.5000
209 1.3000 25.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1822 86.34 0.5000
210 1.3000 30.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1826 72.88 0.5000
211 1.3000 35.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1837 58.13 0.5000
212 1.3000 40.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1851 42.71 0.5000
213 1.3000 45.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1860 27.08 0.5000
214 1.3000 50.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1867 11.67 0.5000
215 1.3000 55.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 3.14 0.5000
216 1.3000 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 16.99 0.5000
217 1.3000 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1879 29.51 0.5000
218 1.3000 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1876 40.38 0.5000
219 1.3000 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1878 49.08 0.5000
220 1.3000 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1872 55.60 0.5000
221 1.3250 0.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1787 124.72 0.5000
222 1.3250 5.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1789 123.03 0.5000
223 1.3250 10.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1794 118.15 0.5000
224 1.3250 15.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1800 110.42 0.5000
225 1.3250 20.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1809 100.23 0.5000
226 1.3250 25.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1820 87.98 0.5000
227 1.3250 30.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1830 74.14 0.5000
228 1.3250 35.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1840 59.16 0.5000
229 1.3250 40.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1852 43.50 0.5000
230 1.3250 45.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1859 27.60 0.5000
231 1.3250 50.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1867 11.88 0.5000
232 1.3250 55.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 3.21 0.5000
233 1.3250 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1874 17.33 0.5000
234 1.3250 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1880 30.03 0.5000
235 1.3250 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1877 41.07 0.5000
236 1.3250 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1876 50.07 0.5000
237 1.3250 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1871 56.72 0.5000
238 1.3500 0.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1789 126.63 0.5000
239 1.3500 5.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1791 124.92 0.5000
240 1.3500 10.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1796 120.00 0.5000
241 1.3500 15.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1803 112.19 0.5000
242 1.3500 20.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1811 101.88 0.5000
243 1.3500 25.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1821 89.47 0.5000
244 1.3500 30.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1831 75.43 0.5000
245 1.3500 35.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1841 60.21 0.5000
246 1.3500 40.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1852 44.28 0.5000
247 1.3500 45.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1860 28.09 0.5000
248 1.3500 50.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1867 12.10 0.5000
249 1.3500 55.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 3.47 0.5000
250 1.3500 60.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1873 17.67 0.5000
251 1.3500 65.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1877 30.71 0.5000
252 1.3500 70.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1877 41.86 0.5000
253 1.3500 75.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1876 51.02 0.5000
254 1.3500 80.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1871 57.79 0.5000
255 1.3750 0.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1786 128.87 0.5000
256 1.3750 5.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1787 127.14 0.5000
257 1.3750 10.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1792 122.14 0.5000
258 1.3750 15.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1799 114.21 0.5000
259 1.3750 20.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1807 103.73 0.5000
260 1.3750 25.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1818 91.11 0.5000
261 1.3750 30.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1827 76.82 0.5000
262 1.3750 35.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1837 61.33 0.5000
263 1.3750 40.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1848 45.10 0.5000
264 1.3750 45.0 280 450.00 90.0 -90.0 0.0000 0.0000 0.1860 28.57 0.5000
