# Name of benchmark/experiment: Experiment 3 (cold start)
 # Describe how ice line latitude is determined: The surface ice coverage corresponds to latitude bands in which the annually-averaged surface temperature is < 263.15 K.
 # Columns of data
 # Case = case number (0 -> total number of cases in experiment)
 # SEFF = effective stellar flux divided by value at Earth (1361 W/m^2)
 # Obl = obliquity (degrees)
 # XCO2 = CO2 mixing ratio (volume in ppm)
 # Tglob = global, annual mean surface temperature (K)
 #IceLineNMax = latitude of northern edge of ice in northern hemisphere (deg)
 #IceLineNMin = latitude of northern edge of ice in northern hemisphere (deg)
 #IceLineSMax = latitude of northern edge of ice in northern hemisphere (deg)
 #IceLineSMin = latitude of northern edge of ice in northern hemisphere (deg)
 # Diff = thermal diffusion coefficient (W/m^2/K)
 # OLRglob = global, annual mean outgoing longwave radiation (W/m^2)

 # Case SEFF Obl XCO2 Tglob IceLineNMax IceLineNmin IceLineSMax IceLineSMin Diff OLRGlob
42 5.59001E-01  23.5 280.  196.740  90.0   0.0   0.0 -90.0  0.50   74.773
43 5.48697E-01  23.5 280.  195.733  90.0   0.0   0.0 -90.0  0.50   73.309
44 5.38675E-01  23.5 280.  194.742  90.0   0.0   0.0 -90.0  0.50   71.889
45 5.28926E-01  23.5 280.  193.767  90.0   0.0   0.0 -90.0  0.50   70.512
46 5.19438E-01  23.5 280.  192.805  90.0   0.0   0.0 -90.0  0.50   69.176
47 5.10204E-01  23.5 280.  191.867  90.0   0.0   0.0 -90.0  0.50   67.880
48 5.01214E-01  23.5 280.  190.942  90.0   0.0   0.0 -90.0  0.50   66.622
49 4.92459E-01  23.5 280.  190.034  90.0   0.0   0.0 -90.0  0.50   65.400
50 4.83932E-01  23.5 280.  189.147  90.0   0.0   0.0 -90.0  0.50   64.213
51 4.75624E-01  23.5 280.  188.273  90.0   0.0   0.0 -90.0  0.50   63.061
52 4.67529E-01  23.5 280.  187.412  90.0   0.0   0.0 -90.0  0.50   61.942
53 4.59638E-01  23.5 280.  186.564  90.0   0.0   0.0 -90.0  0.50   60.856
54 4.51946E-01  23.5 280.  185.734  90.0   0.0   0.0 -90.0  0.50   59.801
55 4.44444E-01  23.5 280.  184.914  90.0   0.0   0.0 -90.0  0.50   58.777
