 #Name of benchmark/experiment: Experiment 4 (warm start)
 # Describe how ice line latitude is determined: The surface ice coverage corresponds to latitude bands in which the annually-averaged surface temperature is < 263.15 K.
 # Columns of data
 # Case = case number (0 -> total number of cases in experiment)
 # SEFF = effective stellar flux divided by value at Earth (1361 W/m^2)
 # Obl = obliquity (degrees)
 # XCO2 = CO2 mixing ratio (volume in ppm)
 # Tglob = global, annual mean surface temperature (K)
 #IceLineNMax = latitude of northern edge of ice in northern hemisphere (deg)
 #IceLineNMin = latitude of northern edge of ice in northern hemisphere (deg)
 #IceLineSMax = latitude of northern edge of ice in northern hemisphere (deg)
 #IceLineSMin = latitude of northern edge of ice in northern hemisphere (deg)
 # Diff = thermal diffusion coefficient (W/m^2/K)
 # OLRglob = global, annual mean outgoing longwave radiation (W/m^2)

 # Case SEFF Obl XCO2 Tglob IceLineNMax IceLineNmin IceLineSMax IceLineSMin Diff OLRGlob
11 1.00000E+00  23.5    1.25893E+01  276.237  90.0  53.0 -53.0 -90.0  0.50  234.348
12 1.00000E+00  23.5    1.58489E+01  276.677  90.0  53.8 -53.8 -90.0  0.50  234.293
13 1.00000E+00  23.5    1.99526E+01  277.136  90.0  54.6 -54.6 -90.0  0.50  234.264
14 1.00000E+00  23.5    2.51189E+01  277.601  90.0  55.4 -55.4 -90.0  0.50  234.228
15 1.00000E+00  23.5    3.16228E+01  278.055  90.0  56.2 -56.2 -90.0  0.50  234.165
16 1.00000E+00  23.5    3.98107E+01  278.497  90.0  56.9 -56.9 -90.0  0.50  234.067
17 1.00000E+00  23.5    5.01187E+01  278.896  90.0  57.6 -57.6 -90.0  0.50  233.875
18 1.00000E+00  23.5    6.30957E+01  279.339  90.0  58.5 -58.5 -90.0  0.50  233.759
19 1.00000E+00  23.5    7.94328E+01  280.057  90.0  60.0 -60.0 -90.0  0.50  233.915
20 1.00000E+00  23.5    1.00000E+02  280.779  90.0  61.5 -61.5 -90.0  0.50  234.022
21 1.00000E+00  23.5    1.25893E+02  281.332  90.0  62.6 -62.6 -90.0  0.50  233.809
22 1.00000E+00  23.5    1.58489E+02  281.865  90.0  63.9 -63.9 -90.0  0.50  233.543
23 1.00000E+00  23.5    1.99526E+02  282.374  90.0  65.1 -65.1 -90.0  0.50  233.232
24 1.00000E+00  23.5    2.51189E+02  282.995  90.0  66.7 -66.7 -90.0  0.50  233.122
25 1.00000E+00  23.5    3.16228E+02  283.614  90.0  68.5 -68.5 -90.0  0.50  233.001
26 1.00000E+00  23.5    3.98107E+02  284.128  90.0  70.1 -70.1 -90.0  0.50  232.671
27 1.00000E+00  23.5    5.01187E+02  284.643  90.0  71.7 -71.7 -90.0  0.50  232.337
28 1.00000E+00  23.5    6.30957E+02  285.152  90.0  73.7 -73.7 -90.0  0.50  231.987
29 1.00000E+00  23.5    7.94328E+02  285.779  90.0  76.5 -76.5 -90.0  0.50  231.556
30 1.00000E+00  23.5    1.00000E+03  286.373  90.0  79.6 -79.6 -90.0  0.50  231.005
31 1.00000E+00  23.5    1.25893E+03  287.057  90.0  90.0 -90.0 -90.0  0.50  230.591
32 1.00000E+00  23.5    1.58489E+03  287.706  90.0  90.0 -90.0 -90.0  0.50  230.145
33 1.00000E+00  23.5    1.99526E+03  288.203  90.0  90.0 -90.0 -90.0  0.50  229.403
34 1.00000E+00  23.5    2.51189E+03  288.766  90.0  90.0 -90.0 -90.0  0.50  228.766
35 1.00000E+00  23.5    3.16228E+03  289.344  90.0  90.0 -90.0 -90.0  0.50  228.140
36 1.00000E+00  23.5    3.98107E+03  289.892  90.0  90.0 -90.0 -90.0  0.50  227.465
37 1.00000E+00  23.5    5.01187E+03  290.428  90.0  90.0 -90.0 -90.0  0.50  226.706
38 1.00000E+00  23.5    6.30957E+03  290.936  90.0  90.0 -90.0 -90.0  0.50  225.942
39 1.00000E+00  23.5    7.94328E+03  291.744  90.0  90.0 -90.0 -90.0  0.50  224.704
40 1.00000E+00  23.5    1.00000E+04  292.614  90.0  90.0 -90.0 -90.0  0.50  223.427
41 1.00000E+00  23.5    1.25893E+04  293.537  90.0  90.0 -90.0 -90.0  0.50  222.251
42 1.00000E+00  23.5    1.58489E+04  294.677  90.0  90.0 -90.0 -90.0  0.50  221.324
43 1.00000E+00  23.5    1.99526E+04  296.083  90.0  90.0 -90.0 -90.0  0.50  220.743
44 1.00000E+00  23.5    2.51189E+04  297.705  90.0  90.0 -90.0 -90.0  0.50  220.434
45 1.00000E+00  23.5    3.16228E+04  299.579  90.0  90.0 -90.0 -90.0  0.50  220.484
46 1.00000E+00  23.5    3.98107E+04  301.575  90.0  90.0 -90.0 -90.0  0.50  220.776
47 1.00000E+00  23.5    5.01187E+04  303.822  90.0  90.0 -90.0 -90.0  0.50  221.463
48 1.00000E+00  23.5    6.30957E+04  306.012  90.0  90.0 -90.0 -90.0  0.50  222.160
49 1.00000E+00  23.5    7.94328E+04  309.942  90.0  90.0 -90.0 -90.0  0.50  223.276
50 1.00000E+00  23.5    1.00000E+05  314.710  90.0  90.0 -90.0 -90.0  0.50  225.046
